caseid,sex,ybirth,mbirth,ZQ03,JC_1,JC_41,ZQ08A,ZQ08B,ZQ08C,ZQ08D,ZQ08E,ZQ08F,ZQ08G,ZQ08H,ZQ11_A,ZQ11_B,ZQ11_C,ZQ11_D,ZQ11_E,ZQ11_F,ZQ11_G,ZQ11_H,ZQ11_I,ZQ11_J,ZQ11_K,ZQ11_L,ZQ11_M,ZQ11_N,ZQ11_O,ZQ12,ZQ14_1A,ZQ14_1B,ZQ14_1C,ZQ14_1D,ZQ23A,ZQ23B,ZQ23C,ZQ23D,ZQ24,ZQ25,ZQ26A,ZQ26B,ZQ26C,ZQ26D,ZQ26E,ZQ26F,ZQ30D,ZQ35,ZQ39A,ZQ42,ZQ43,ZQ47A,ZQ47B,ZQ47C,ZQ50,ZQ52A,ZQ52Y,ZQ54A,ZQ54B,ZQ54C,ZQ54D,ZQ61_A,ZQ61_B,ZQ61_C,ZQ61_D,ZQ61_E,ZQ61_F,ZQ61_G,ZQ61_H,ZQ61_I,ZQ62
10181,1,1977,8,1,2,11,6,3,2,4,6,6,6,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,1,0,0,5,5,5,2,1,3,3,5,2,5,2,5,2,5,4,2,2,8,1,99,2,1,79,1,1,1,1,1,2,2,2,2,2,2,2,2,1
10182,2,1973,3,2,10,88,6,1,1,5,1,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,0,1,0,0,4,3,9,9,1,1,4,5,2,3,1,5,2,5,2,9,2,1,6,6,2,2,48,6,6,6,5,2,2,2,2,2,2,2,1,2,3
10183,1,1982,6,2,10,88,1,5,5,6,1,4,4,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,0,1,0,0,5,8,2,2,2,4,3,2,4,2,4,5,4,9,5,9,2,1,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10184,2,1972,8,1,3,99,6,4,1,4,4,4,4,4,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,1,0,0,0,2,5,3,2,1,2,3,3,3,3,3,5,4,8,4,9,2,4,14,14,2,2,46,6,6,5,5,2,2,2,2,1,2,2,2,2,2
10185,2,1983,10,1,2,8,6,6,3,5,1,3,5,5,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,4,0,1,0,0,4,8,2,1,1,2,5,5,2,5,2,5,2,8,3,10,3,5,15,5,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10186,2,1978,3,1,8,5,1,1,1,5,1,1,1,3,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,3,0,0,1,0,4,2,2,2,1,2,4,5,2,5,1,5,2,6,2,9,4,1,6,6,2,2,54,6,6,6,5,2,2,2,2,1,2,2,2,2,3
10187,2,1972,10,1,2,8,6,1,4,5,6,6,5,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,0,1,0,3,8,2,2,1,4,3,3,3,3,3,5,2,5,3,9,4,5,15,5,1,8,888,8,8,8,8,2,2,2,2,2,2,1,2,2,3
10188,1,1975,8,1,2,8,6,1,1,6,6,6,5,4,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,5,0,0,0,1,3,8,2,3,1,3,3,3,3,3,3,5,5,8,5,1,1,7,15,10,1,8,888,8,8,8,8,2,2,1,2,2,2,2,2,2,2
10189,2,1974,6,1,8,3,6,1,1,5,1,2,3,4,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,0,0,0,1,6,5,5,5,1,3,4,4,2,4,2,4,2,6,4,9,3,2,7,7,2,1,72,6,6,6,5,1,2,2,2,2,2,2,2,2,1
10190,1,1985,5,1,12,5,6,3,3,6,6,6,6,6,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,5,1,1,0,0,5,8,1,2,3,3,4,3,2,3,3,5,3,9,2,10,4,2,99,5,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10191,1,1974,6,1,2,9,6,6,4,5,3,6,6,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,0,0,0,5,3,2,2,1,2,5,3,3,3,3,5,2,6,3,1,2,7,6,9,2,2,49,1,1,3,4,1,2,2,2,2,2,2,2,2,2
10192,1,1981,6,1,7,9,4,1,1,6,5,6,6,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,0,0,2,3,2,2,1,3,3,5,2,3,2,3,2,6,2,9,2,5,1,99,2,2,56,1,1,1,3,2,2,1,2,2,2,2,2,2,3
10193,1,1974,5,1,3,8,6,1,6,4,6,6,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,5,1,0,0,2,8,1,1,1,2,2,4,2,4,3,5,2,9,5,9,3,4,15,4,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,3
10194,1,1974,10,1,2,13,6,1,3,5,6,6,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,5,4,1,2,1,1,4,4,3,5,3,5,2,5,2,1,3,7,5,9,2,1,72,1,2,4,2,1,2,2,2,2,2,2,2,2,2
10195,1,1986,10,2,11,88,2,5,4,3,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,0,0,0,0,5,8,2,4,3,3,3,3,3,3,3,3,3,5,3,10,4,14,99,99,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,3
10196,1,1980,4,1,2,13,6,6,3,5,6,6,4,4,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,4,0,0,0,0,2,8,7,7,1,3,4,4,3,4,4,3,3,10,5,10,2,7,15,14,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,9
10197,2,1974,2,1,2,10,6,1,2,4,1,1,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,1,5,5,2,2,1,3,2,3,3,3,3,3,3,5,5,9,2,7,7,10,2,1,72,6,4,4,4,1,2,2,2,2,2,2,2,2,3
10198,1,1977,7,1,2,9,5,2,3,5,6,6,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,0,0,0,5,8,2,1,1,2,3,4,3,4,3,5,2,5,4,1,3,7,99,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10199,2,1973,1,1,4,8,6,6,6,5,3,4,5,4,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,4,0,0,0,2,2,8,1,2,1,2,1,2,5,2,4,4,5,3,5,9,3,4,15,5,1,8,888,8,8,8,8,2,2,2,2,2,2,1,2,2,2
10200,2,1979,7,1,2,11,6,4,2,6,1,4,5,4,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,0,0,2,2,2,2,1,1,5,5,2,5,2,3,2,4,5,9,3,5,6,8,2,2,56,6,6,5,5,2,2,2,2,1,2,2,2,2,4
10201,1,1986,3,1,12,9,3,6,6,4,6,3,3,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,1,5,8,5,3,3,2,3,4,2,4,2,4,2,4,3,10,4,14,99,99,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,2
10202,2,1979,6,2,10,88,6,1,1,6,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,0,0,1,1,3,5,2,2,1,3,4,4,2,4,2,5,2,9,4,1,4,1,4,4,2,2,51,5,6,6,5,2,2,2,2,1,2,2,2,2,1
10203,2,1977,10,1,2,8,6,2,3,6,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,5,8,5,3,1,2,4,4,2,3,2,5,2,6,3,9,3,6,99,6,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10204,1,1976,5,1,2,12,4,1,2,5,6,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,0,0,6,8,2,2,1,2,4,3,4,3,5,5,4,7,5,9,4,8,15,8,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,3
10205,2,1975,10,2,10,88,6,1,3,4,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,0,1,0,0,4,5,1,1,1,2,2,3,4,4,3,5,2,8,4,1,4,1,8,8,2,1,69,6,6,4,6,2,2,2,2,1,2,2,2,2,3
10206,2,1985,6,1,3,7,6,5,4,4,6,6,5,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,0,0,3,8,2,2,1,3,5,4,2,4,2,5,2,5,5,9,4,4,99,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10207,1,1978,2,1,2,14,6,3,2,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,2,5,4,4,3,1,2,5,4,3,4,3,5,1,4,5,1,1,9,4,10,2,2,52,1,3,3,4,1,2,2,2,2,2,2,2,2,1
10208,1,1975,3,1,3,8,6,1,9,4,6,6,6,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,5,0,0,0,1,2,8,2,2,1,3,3,3,3,3,2,3,3,7,2,3,2,3,15,99,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10209,2,1973,7,1,3,3,6,1,3,4,1,4,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,2,0,0,4,5,2,2,1,2,5,5,2,3,2,5,2,5,5,9,3,4,8,8,2,2,44,5,6,6,5,2,2,2,2,2,1,2,2,2,1
10210,1,1978,1,1,2,9,4,6,1,5,5,5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,2,5,5,5,2,1,1,5,4,2,5,2,5,2,4,3,9,2,5,5,7,2,2,54,1,1,2,3,1,2,2,2,2,2,2,2,2,4
10211,1,1976,4,1,2,10,4,1,2,4,5,6,4,5,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,3,0,0,0,1,2,4,5,2,1,3,5,5,3,5,2,5,2,5,2,1,1,7,5,9,2,2,53,2,3,2,3,2,1,2,2,2,2,2,2,2,1
10212,2,1984,4,1,3,4,4,2,4,5,6,6,5,6,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,0,0,1,0,4,8,5,3,1,2,4,3,2,4,3,5,1,5,4,9,3,4,15,9,1,8,888,8,8,8,8,2,2,2,2,2,2,2,1,2,1
10213,1,1974,5,1,2,9,4,1,1,2,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,2,0,2,8,9,9,9,3,4,4,4,4,2,5,2,8,3,99,3,99,99,99,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10214,2,1977,9,1,2,9,3,1,1,5,5,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,4,8,2,2,1,1,4,4,2,3,2,5,1,4,5,9,3,6,99,12,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,1
10215,1,1973,6,1,2,11,6,6,1,4,6,6,6,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,0,1,0,0,5,5,2,2,1,3,4,5,2,5,3,5,2,3,2,1,2,8,1,8,2,1,67,1,1,1,3,1,2,2,2,2,2,2,2,2,1
10216,1,1980,12,1,4,8,6,1,3,2,6,6,6,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,1,0,0,5,8,5,1,1,3,4,5,2,4,1,4,2,8,4,9,2,5,15,8,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10217,2,1976,1,1,3,6,6,1,1,6,1,1,1,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,0,0,1,1,5,5,2,3,1,1,3,5,2,5,3,5,2,5,3,9,2,2,7,7,2,1,69,6,4,5,4,2,1,2,2,2,2,2,2,2,1
10218,2,1981,2,1,2,9,3,2,2,5,1,1,3,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,3,1,0,0,0,3,3,1,1,1,4,3,4,3,3,3,4,3,5,5,10,4,6,6,14,2,2,51,3,3,3,3,1,2,2,2,2,2,2,2,2,3
10219,2,1977,9,1,2,8,6,5,4,4,6,5,5,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,4,0,2,0,0,2,8,1,2,1,3,4,5,5,5,5,5,2,8,2,10,3,5,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10220,2,1986,9,1,12,5,6,4,3,5,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,0,5,8,2,2,3,2,4,3,3,3,3,5,3,5,5,9,4,3,99,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10221,2,1981,9,1,2,10,6,1,3,4,6,6,6,6,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,0,0,2,5,8,5,2,1,2,5,4,3,4,3,4,2,6,3,10,4,6,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10222,1,1986,5,2,11,88,3,3,3,4,6,6,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,1,5,8,1,2,3,1,5,5,1,5,1,5,1,5,5,9,3,4,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10223,1,1981,8,1,2,10,4,6,3,2,6,4,6,4,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,3,1,0,0,5,8,7,7,2,3,2,2,3,2,3,3,3,5,2,10,4,7,15,7,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,4
10224,2,1978,9,1,2,10,6,1,4,4,6,6,6,5,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,4,0,1,0,0,3,8,9,2,2,3,3,2,4,2,4,5,3,8,4,9,3,6,15,7,4,1,75,6,6,6,6,2,2,2,2,2,1,2,2,2,2
10225,2,1979,3,1,3,8,5,1,3,3,1,4,4,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,0,1,0,1,3,8,5,2,1,2,4,4,2,4,2,5,1,3,4,9,3,5,15,8,1,8,888,8,8,8,8,2,2,2,1,2,2,2,2,2,3
10226,2,1972,7,2,10,88,3,1,1,6,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,1,0,0,0,3,5,2,2,1,2,5,5,2,5,2,4,1,5,3,2,2,3,8,8,2,1,72,6,6,6,4,2,2,2,1,2,2,2,1,2,3
10227,1,1984,12,2,11,88,6,2,2,4,6,6,6,6,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,5,8,7,2,3,2,2,3,3,3,3,5,2,4,4,3,2,1,15,7,1,8,888,8,8,8,8,2,2,2,1,2,2,2,2,2,2
10228,1,1973,1,1,2,8,6,1,1,5,6,5,4,6,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,0,0,0,1,2,2,7,7,1,2,5,5,2,4,3,5,4,8,2,9,2,8,4,14,2,1,75,1,1,1,4,1,2,2,2,2,2,2,2,2,3
10229,1,1977,10,1,2,12,6,1,1,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,2,0,5,4,4,4,1,3,2,4,4,4,2,5,1,4,5,1,2,8,1,8,2,2,55,1,1,1,1,1,2,2,2,2,2,2,2,2,1
10230,1,1981,10,1,2,13,5,6,5,5,6,6,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,0,0,3,8,7,7,1,3,3,3,3,3,3,3,3,8,5,9,4,6,15,14,1,8,888,8,8,8,8,2,2,2,1,2,2,2,2,2,3
10231,1,1979,2,1,2,14,6,1,1,4,6,4,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,1,3,8,5,4,1,2,3,4,3,5,3,3,3,7,4,9,3,5,99,10,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10232,2,1979,8,1,99,99,6,6,6,6,5,3,4,4,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,0,0,5,8,2,4,1,2,5,5,2,5,3,5,4,4,5,10,4,6,99,14,1,8,888,8,8,8,8,2,2,2,2,1,2,2,2,2,3
10233,2,1984,5,1,12,4,5,3,3,4,6,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,5,8,5,4,3,2,3,4,3,4,2,5,1,3,2,9,2,3,15,10,1,8,888,8,8,8,8,2,2,2,2,2,2,2,1,2,4
10234,2,1984,12,1,2,12,6,6,3,5,6,6,5,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,1,0,0,3,8,2,2,1,3,2,1,5,2,3,5,3,99,5,10,4,5,15,9,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10235,1,1973,3,1,2,12,4,1,4,1,1,4,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,1,0,0,3,8,2,1,1,2,4,5,3,3,3,3,3,9,4,1,3,2,15,6,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10236,1,1973,1,1,2,8,6,1,2,5,6,4,6,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,1,1,1,2,5,5,4,5,5,5,2,2,2,3,3,8,1,8,2,1,73,1,1,1,1,1,2,2,2,2,2,2,2,2,1
10237,2,1977,2,1,2,9,3,1,1,5,5,6,4,6,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,0,0,4,8,2,2,1,2,4,5,3,4,3,5,2,6,1,2,1,5,99,7,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,4
10238,1,1973,10,1,1,9,4,1,2,4,6,6,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,0,0,1,5,5,5,5,1,3,3,3,4,3,3,5,2,4,5,1,2,7,1,11,2,1,74,1,1,1,4,2,2,1,2,2,2,2,2,2,3
10239,2,1972,1,1,2,8,6,1,2,4,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,0,0,1,0,4,2,2,2,1,2,3,3,3,3,2,3,2,6,4,9,3,7,6,9,2,2,42,6,6,6,6,1,2,2,2,2,2,2,2,2,3
10240,1,1978,2,1,2,8,3,4,2,4,5,6,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,0,0,3,8,2,2,1,2,5,5,4,5,3,5,2,4,3,10,4,7,15,14,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,9
10241,1,1977,1,1,2,11,6,3,1,5,6,6,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,5,2,2,4,1,1,5,4,2,5,1,5,2,4,2,9,1,7,1,7,2,2,58,1,1,1,1,1,2,2,2,2,2,2,2,2,1
10242,1,1981,5,1,3,8,6,6,6,4,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,0,0,2,3,8,5,5,1,1,4,5,2,4,2,5,3,8,5,9,4,5,15,5,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,1
10243,2,1984,9,1,12,8,6,4,4,5,6,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,0,0,5,8,5,3,3,1,5,5,2,4,2,5,1,6,4,10,3,4,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10244,1,1981,11,1,1,10,6,6,2,4,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,0,2,0,0,2,2,2,2,3,1,2,2,2,2,2,2,1,2,1,10,3,6,1,6,2,2,57,1,1,1,1,2,2,2,1,2,2,2,2,2,1
10245,1,1972,7,1,2,12,6,1,1,4,5,6,6,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,0,0,1,5,3,5,2,1,3,3,3,3,3,3,5,2,5,3,9,3,6,1,6,2,2,48,1,1,4,3,1,2,2,2,2,2,2,2,2,1
10246,1,1981,1,1,3,7,6,1,1,6,6,6,4,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,0,0,1,0,5,8,5,5,1,2,5,5,3,5,3,3,3,6,4,3,3,4,15,14,1,8,888,8,8,8,8,2,2,2,1,2,2,2,2,2,3
10247,1,1976,6,1,2,9,6,4,1,6,4,6,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,1,0,5,2,2,2,1,3,5,5,1,3,1,4,2,99,1,9,2,5,5,8,2,2,49,2,1,3,4,2,2,2,2,2,2,2,2,1,4
10248,1,1977,7,1,2,10,6,1,3,5,4,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,0,0,0,3,8,2,2,1,2,3,5,2,4,3,5,2,2,2,9,2,8,99,99,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,2
10249,2,1985,12,2,11,88,5,1,2,6,2,2,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,0,0,2,0,5,8,5,5,3,1,5,5,1,4,1,5,1,5,5,2,2,4,99,99,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10250,2,1986,10,1,12,6,6,1,4,4,3,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,5,8,5,4,3,2,5,4,3,3,3,5,1,4,4,9,3,4,15,10,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,2
10251,1,1983,11,1,2,11,3,2,3,5,6,6,4,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,1,0,0,5,8,2,2,2,4,3,3,3,3,3,5,3,6,5,9,4,6,15,6,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10252,1,1981,11,1,3,10,6,3,2,3,6,6,5,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,0,1,0,9,8,9,9,9,9,9,9,9,9,9,9,9,99,9,99,9,99,99,99,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,4
10253,1,1985,5,1,2,8,6,1,6,4,4,6,5,6,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,1,1,0,0,3,8,2,2,1,3,5,5,5,3,3,5,1,7,6,10,4,4,99,9,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10254,1,1973,4,1,2,11,6,2,3,5,6,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,3,7,7,1,2,4,3,3,5,2,5,2,4,5,10,4,7,6,99,2,2,48,3,2,4,4,1,2,2,2,2,2,2,2,2,2
10255,2,1976,10,1,3,5,6,1,3,5,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,0,2,2,2,2,1,2,3,4,2,4,2,5,2,6,4,9,4,4,6,7,2,2,45,6,6,6,6,2,2,2,2,1,2,2,2,2,3
10256,2,1978,3,1,2,12,6,1,3,5,4,6,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,1,0,0,0,3,8,7,5,1,3,1,2,5,2,5,5,4,5,5,9,4,5,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10257,2,1977,3,1,4,9,6,1,2,5,6,3,4,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,0,0,1,1,5,8,5,4,1,2,3,4,3,4,3,5,5,8,5,9,2,5,15,10,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10258,2,1981,8,1,4,7,6,1,4,4,6,6,6,6,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,1,0,1,1,4,8,5,5,1,2,4,5,2,4,2,4,1,4,5,2,2,6,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10259,1,1973,11,1,2,10,5,1,1,6,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,5,0,0,0,2,5,5,5,5,1,2,3,3,3,3,3,3,3,7,5,2,1,8,99,9,2,2,49,1,3,3,3,1,2,2,2,2,2,2,2,2,5
10260,2,1981,8,1,2,8,5,1,1,4,5,6,5,5,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,0,0,0,2,8,1,2,1,2,3,4,2,4,2,5,2,7,3,9,2,5,15,14,1,8,888,8,8,8,8,2,2,2,2,1,2,2,2,2,1
10261,1,1978,3,1,7,10,6,1,1,5,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,2,4,2,2,1,3,2,4,4,2,4,5,2,5,5,1,3,7,1,99,2,1,78,1,1,3,1,2,1,2,2,2,2,2,2,2,1
10262,1,1976,2,1,2,10,1,1,1,5,6,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,5,5,5,5,1,1,5,5,2,5,1,5,1,4,5,9,4,10,1,10,2,1,78,1,3,4,4,2,2,1,2,2,2,2,2,2,2
10263,1,1972,5,1,2,9,5,3,4,5,5,6,4,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,0,0,3,2,5,7,1,2,3,4,2,4,2,5,2,4,4,1,2,8,1,99,2,2,52,1,1,1,3,2,2,2,1,2,2,2,2,2,3
10264,2,1973,9,1,2,11,6,2,2,6,1,2,4,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,3,0,0,1,1,2,8,1,3,1,3,5,4,2,4,2,5,1,7,2,1,2,5,15,7,1,8,888,8,8,8,8,2,2,2,1,2,2,2,2,2,1
10265,1,1981,3,1,3,6,4,3,4,4,3,4,4,4,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,4,1,0,0,1,2,8,9,9,1,2,3,3,2,3,3,4,4,7,5,9,2,5,99,5,1,8,888,8,8,8,8,2,2,2,1,2,2,2,2,2,1
10266,2,1972,8,1,2,8,1,1,3,3,1,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,0,0,0,3,4,2,2,9,3,3,3,3,3,3,3,4,5,3,10,3,99,8,8,2,2,39,2,6,2,4,2,2,2,2,2,2,1,2,2,3
10267,2,1980,11,1,2,7,6,3,4,5,6,6,6,6,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,0,0,1,1,5,8,5,5,1,3,5,3,2,4,3,5,2,5,5,9,3,5,15,10,1,8,888,8,8,8,8,2,2,2,2,1,2,2,2,2,3
10268,2,1975,6,2,10,88,6,1,2,5,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,1,0,4,2,2,2,1,2,5,5,2,4,3,5,3,6,3,2,3,99,8,99,2,1,75,6,6,5,6,2,2,2,2,1,2,2,2,2,3
10269,1,1976,7,1,2,11,6,6,6,3,5,6,5,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,1,0,0,3,3,1,2,1,3,4,5,3,4,2,5,2,8,5,10,4,8,7,9,2,2,51,2,2,2,3,1,2,2,2,2,2,2,2,2,2
10270,1,1973,10,1,6,99,6,1,5,6,6,6,6,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,0,0,0,0,9,9,9,9,9,3,3,3,4,4,3,9,2,5,4,9,2,99,99,99,2,9,999,1,1,1,1,9,9,9,9,9,9,9,9,9,3
10271,1,1983,3,1,6,8,6,1,6,4,6,6,5,6,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,0,1,0,3,8,7,4,1,4,5,4,3,4,3,5,3,6,5,9,4,5,15,14,1,8,888,8,8,8,8,2,2,1,2,2,2,2,2,2,1
10272,2,1974,11,1,3,8,3,1,1,4,1,4,2,4,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,0,0,1,0,5,8,5,2,1,1,5,5,2,3,2,5,2,6,4,10,3,6,15,6,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
